"","b3_BS_1a","b3_BS_2a","b3_BS_3c","b3_RT_1a","b3_RT_1b","b3_RT_2b","b3_RT_2c","b3_RT_3a","b3_RS_1a","b3_RS_2a","b3_RS_3a","b3_RZ_1a","b3_RZ_1c","b3_RZ_2a","b3_RZ_2c","b3_RZ_3b","b3_RZ_3c","b4_BS_1a","b4_BS_2b","b4_BS_3c","b4_RT_1a","b4_RT_1b","b4_RT_2b","b4_RT_2c","b4_RT_3a","b4_RT_3b","b4_RS_1c","b4_RS_2b","b4_RS_3c","b4_RZ_1a","b4_RZ_1b","b4_RZ_2b","b4_RZ_2c","b4_RZ_3a","b4_RZ_3b"
"co_bin.70",0,0,0.010737706703806,0.0733576232219343,0.0532146269766278,0.0445430371668325,0.0205763335379147,0.0288957315252926,0.0388493168367148,0.0162748368975132,0.00889850099884122,0,0,0,0,0,0,0,0.00844763662924028,0.00549024345019975,0.0542802766454054,0.0679947472265822,0.0587182618768701,0.0764107608432981,0.0199505214160405,0.0299022019931876,0.0165978194118928,0.0161759279793471,0.0060616076272255,0.00149613608216692,0.00129922761159161,0.00160793870567862,0,0,0
"co_bin.72",0,0,0,0,0,0.0037714493138016,0.00460157985705902,0.00157881604547619,0,0.012134926862693,0.0127356950649844,0,0,0.00590240236001915,0,0.00769463351272295,0.0195028961045086,0,0,0,0.00185678509515969,0.00174442044850589,0.00202685473885645,0.00383151524718187,0.00531186312406331,0.00318441059820462,0.00710959078524408,0.00733545850531814,0.014214939970301,0.00436562804681226,0.00562232769732734,0.00479383577912229,0,0.0051642983382512,0.00522189990274575
"co_bin.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924800012792209,0,0.0160032114086466,0.0177115502486604,0,0,0,0.00263117719878473,0.00220798591616804,0,0.00234890043818278,0.00173080793147421,0.00150034925085774,0,0,0.00735435693086431,0.009795707845848,0.0165612439716477,0.00545658042661153,0.0193201817895783,0.0257712902785986,0.0184339742881901
"co_bin.8",0,0.050060896578587,0.0527823273911482,0.00251063835818146,0,0.011793176387964,0,0.0449766550333473,0,0.0140685150159658,0.0192138837163087,0,0,0,0,0,0,0,0.00954068631102145,0.0602765477593538,0.0021024286510098,0.00185784581718675,0.0153316619515442,0.00334678702153897,0.0121675421620971,0.0343474180356009,0.0144959242684523,0,0.00845951374117151,0,0.00211363164077139,0,0,0,0
"co_bin.9",0,0,0,0,0,0.00176980367312498,0,0.00187860510610625,0,0.00994088118893985,0.00653735041303829,0,0,0.00200049204263539,0,0.0040871255498007,0.00223972923838511,0,0,0,0.00716850578163353,0.00830245962857597,0.00189437031174219,0.00207142800764936,0,0.00117714430232462,0.00829527593447157,0,0,0.0145216820451959,0.0104027197044582,0.00238485945190214,0.00595183342655802,0,0
"rh_bin.10",0,0,0,0.00181907977187329,0,0,0,0,0.0102444994949786,0,0.00388318277009899,0,0,0.00207030523181727,0,0.00565312568851566,0.00792543387716294,0,0,0,0,0,0,0.00202722225393285,0.000975042470561905,0.00248465058087386,0,0,0.00480723749009727,0.00294431285039922,0.0111618297485101,0.0106943079852819,0.0122066194966865,0.00699619057251648,0.00787332603253281
"rh_bin.15",0,0,0,0,0,0.00130697201389143,0.0233598962429686,0.00144068197136002,0,0.00281583410507564,0.0059864793406485,0,0,0.00627551744542969,0.00684918374801114,0.00935093354618637,0.010632646622135,0,0,0,0.00217009433349535,0.00360674806332516,0.00287818543856602,0.00552961865776166,0.00355911335218392,0.00215624391158742,0.00409865338251639,0.00663437857595176,0.00550307480107107,0.0050252281060235,0.0115302641426048,0.015130416330807,0.00721574139749261,0.00632549956126987,0.0066990840792958
"rh_bin.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118136595699798,0.00681058220967472,0.00868929228949341,0.0112125006069369,0.00537638722815264,0.0136822143597022,0.00814021876472561,0.00318928483277438,0.00590646218937391
"rh_bin.1",0,0,0,0,0,0,0.00952967776367769,0.00137448756360718,0,0.00326521290539153,0,0.0110134717771211,0,0.016902777560418,0,0.00510395023595659,0.0142795761956518,0,0,0,0,0,0,0,0,0.0010552141067612,0,0,0,0.00528196631570706,0.00523680306493322,0.0120113823274901,0,0.0145157101504347,0.00480145132721568
"rh_bin.20",0,0,0,0,0,0,0,0.00153490466055806,0,0.00274936014240959,0.00751845951990324,0,0,0.00264600713862284,0,0,0.0641329821407108,0,0,0,0,0,0.00409962070440739,0.00219638317424874,0,0,0.00508807418948424,0,0,0.00175898937355928,0.00456651178358539,0.00264410141372151,0.00390858318153461,0,0
"rh_bin.21",0,0,0,0,0,0.00236944202595101,0.0144763727008446,0,0.00835427490429173,0.00447600590123438,0.00788313521195737,0.0406692265927001,0.0187088082051662,0.0440738635731201,0.0603357232771452,0.0518214503570676,0.0341661952415012,0,0,0,0.00885564181640251,0.00143175017134029,0.00366026777973107,0.00684004502964302,0.00309861408994046,0.0128129649482106,0.0198303995166684,0.016546481085611,0.0218992205963002,0.0608864749651318,0.0569157116367513,0.0485368901548876,0.0307845911161189,0.0926964802264963,0.0556322427405014
"rh_bin.24",0,0,0,0,0,0,0,0,0,0,0,0.00398016335766141,0,0.00663831584822847,0,0.0141213840162553,0.00601788101165033,0,0,0,0,0,0,0,0,0,0,0.00496697632032312,0,0.0148228837082461,0.00118330233376954,0.00473042469420986,0.0226114044669018,0.00241571553057147,0.00697241230054001
"rh_bin.26",0,0,0,0,0,0,0,0,0,0,0.0036480605705063,0,0,0,0,0,0,0,0,0,0.00129112911819632,0.000835511015516935,0.00257693754234263,0.00168279615019994,0.0014519769795609,0.000679012092476742,0.00601573259797394,0.00899758333737073,0.00365269739146412,0.00453684279405157,0.00550082460648603,0.0101153556095875,0,0.00630565314974146,0
"rh_bin.30",0,0.0121442689285705,0.012147597209324,0,0,0,0.0033180565389899,0,0.0089142955252213,0.00978125046299561,0.0140735402949954,0.00941933281275163,0.017625683697041,0.0106693534477436,0.0158316656266607,0.0160438184923229,0.0120496248295725,0,0,0,0,0,0,0,0,0.00129938102476082,0.0237570511280997,0.00974922884498087,0.00564894413376125,0.00850761816835442,0.0186826246827134,0.00584722347571032,0,0.00412630262678921,0.00251024332534149
"rh_bin.31",0,0,0,0,0,0,0,0,0.00991527643355419,0,0.00388994430598642,0.00473033331404224,0.0106276428871598,0.00310367709385312,0,0.00827318410347628,0.00469580868311949,0,0,0,0,0,0,0,0,0,0,0.0112572392544225,0.00710753740438701,0.00585857831012099,0.00824859198207819,0.00672265727596927,0.0156649116908513,0.00485063393034647,0.00643024602337904
"rh_bin.33",0,0,0.00931089656803148,0,0,0,0,0,0,0.00253708264545223,0,0,0,0.00805677995658784,0,0,0,0,0,0,0,0,0,0,0.00105285651690655,0.00358844829419466,0,0.015967149349094,0.0142074932091775,0.00765377013882094,0.00335148032531985,0.0165651053598672,0.00606130499141668,0.0210850464273747,0.0127934229110927
"rh_bin.35",0,0.0173556254470113,0.0285589531539468,0,0,0.0111860422764546,0.00604518371567677,0.0033802238486178,0,0.010740585623305,0.0149016583886858,0,0,0.00750955052475301,0,0.0100214200448608,0.018408198144973,0.0492638322119396,0.0194296731975215,0,0.00455205805580371,0.00448038228014137,0.00814658900621018,0.00458442320331928,0.00541803236222699,0.00312063106428793,0.00459506703162369,0.00741741949513105,0.00829228951854257,0.00530683857013065,0.00766248118326219,0.0112378528855141,0,0.00478986266136721,0.00398738176573124
"rh_bin.36",0,0,0,0.00523121120155878,0.00955563639714784,0.00293720769030234,0.016414628749051,0.00343987621066783,0.0276413691194621,0.00831384458015754,0.0136255791237631,0.0943310261426988,0.052250123576088,0.0825409475937652,0.103880511014731,0.0851955081502484,0.0501694350324827,0,0,0,0.00375646344446107,0.00151168474832891,0.00656144709825487,0.0106569797839272,0.00667607563416174,0.00420599244315209,0.0156938624799048,0.0224273816456513,0.0146898579270813,0.0667853394075967,0.0296263145009038,0.0424657305324992,0.131593989297984,0.0365236551209066,0.0619797360713502
"rh_bin.3",0.0402939349656372,0.020320778850168,0.0454033676088621,0.0789822763102296,0.022018410186265,0.046849636054969,0.0228888169246991,0.0555458641307231,0.0607681158692334,0.0349575680216435,0.0684114936759314,0.187979314662408,0.254299951936863,0.0932559475692272,0.0435585343481603,0.0649628127586585,0.0454990692217397,0.0731543531596135,0,0.0231055364760294,0.0461398872051982,0.0340260153542391,0.0475155790740888,0.0331082399802636,0.0549875268733449,0.0630610360380167,0.0729958957032331,0.0366579051581267,0.0632344632089062,0.135707062601977,0.125509260660207,0.0846587014327474,0.0369989125882547,0.15291829654009,0.060818151454923
"rh_bin.42",0,0,0,0,0,0,0.00554979028955685,0,0.00792212255941146,0.00436379783743899,0.00683682038267368,0,0,0.00331490333812906,0.00645993557586756,0.00737079321569983,0.0180786778196998,0,0,0,0,0,0,0.00132960505550753,0.00218414815695947,0.00168675863104996,0.00635519205440022,0,0.0104466574308973,0.00471952014104127,0.00913741111463505,0.00453568108362983,0.00596239006701769,0.00922384234183251,0.00800947488358377
"rh_bin.8",0,0,0,0.0020518009640854,0,0.00279635807352427,0,0.00944209640483885,0,0.00388021041335809,0.0120967961383061,0,0,0.00384227181809783,0,0.00518591919208538,0.00237817209656237,0,0,0,0.0200832437685731,0.0297500268020875,0.00646828274128438,0.0162363319090956,0.0132649007145844,0.00894685830712012,0.0357245756154502,0.0068292325681833,0.00439527301153519,0.062749085609128,0.0763102522545335,0.0116448335625269,0.0114011992284712,0.0106564724080863,0
"rh_bin.9",0.0728019129957706,0.0152240334992489,0.145425792095936,0.145377457660328,0.357799920651287,0.347703720499726,0.392291484627971,0.218834683488037,0.0264851045414517,0.0497419215578125,0.0287731442931417,0.0185730232929918,0.0288572282276711,0.0105070765035768,0.0180806432544052,0.0261199267239751,0.0333161771169211,0.0658186920238214,0.0483244815554447,0.0515722417023096,0.263920340773329,0.215261364202096,0.141183056892266,0.167549666105888,0.266117837182184,0.177372434651074,0.0320565472061859,0.0839804788051839,0.0421832011646519,0.0158331777674212,0.048820418512125,0.0325591266427329,0.0236504322840851,0.0140388575134077,0.0685473807656063
"ro_bin.10",0,0,0,0.0016740182023852,0.00305998742296114,0.00548498311144566,0.0125493622697276,0.00451239140938598,0,0,0,0,0,0,0,0,0.00294847426637603,0,0,0,0.0078909398589438,0.000824540170084471,0.0163106935937608,0.0134047446154588,0.00243525128855277,0.0143115299682251,0,0,0,0,0,0,0,0,0
"ro_bin.12",0,0,0,0,0,0.00701920430187735,0,0,0,0,0,0,0,0,0,0,0,0,0.0142113149084221,0.00835349270020338,0,0,0.007698104726434,0.00825556762235096,0.00362304706166597,0.00685597142479192,0,0,0,0,0,0,0,0,0
"ro_bin.15",0.0996258869284129,0.03269611395605,0,0.037762441647065,0.0261062357472982,0.0068960207213222,0.0286954201035688,0.0112960830324543,0.0155881907828758,0.0215813761660945,0.0122251287620593,0.0716043476345505,0.0172800609897261,0.0813621794510434,0.10327636779783,0.0187492613251247,0.0175125211593594,0,0,0.122582543305627,0.0342465201152876,0.0148655474020667,0.0403119153625041,0.0224433465059752,0.0101885564320113,0.00525748919977744,0.0302836995895246,0.0153597896195276,0.0142992431287897,0.104805864754565,0.00695447139985535,0.0140024220422791,0.0161851164813065,0.00880040019510753,0.0214028772954577
"ro_bin.17",0,0.0428570117301706,0.0142187230204492,0.0431661809544501,0.00312763815272573,0.0107904648655661,0.0343743715043829,0.00677514191646088,0.00685068967581266,0.0169761446888412,0.0239426979768134,0.00927458538939241,0.102665449311959,0.0830606939276096,0.108312668876568,0.0780817514311884,0.0993877302608658,0,0,0,0.0141603613190338,0.00886380937498734,0.00657023773410268,0.0113700781999289,0.00746647412273621,0.00579584233254195,0.0320333808959683,0.0274090285761612,0.0374999851907518,0.0312762167940072,0.0649123777310293,0.0588686942476156,0.108552881262869,0.0531334362481495,0.193230231415961
"ro_bin.18",0,0,0,0.00853930600047392,0.00590462096549038,0.00289075012425971,0,0.0088203667337556,0,0,0,0,0,0,0,0,0,0,0,0.00745235772786919,0.0145183113389265,0.00826174655614995,0.0237159178714706,0.0197615102844313,0.00649165291173007,0.00660601341277907,0.0102262520069111,0.00908505621798265,0,0.0100558717709163,0.00765467960206077,0.00867072041842632,0.00691617700033156,0.00379636675853233,0
"ro_bin.20",0.0329443128247195,0,0.00770773009212404,0.0331645618347729,0.00553189473088231,0.00526329168537727,0,0.0146144238757377,0.0613226265607134,0.0111050796738195,0.017537606620202,0,0.00713714657095857,0.00175320479207847,0,0,0,0,0.0074808512648542,0.00663137974386427,0.018444912109561,0.0277107006496693,0.0197954672151859,0.0193708316084692,0.0175919936033454,0.0132827038391104,0.0240806764754996,0.0169785966650875,0.00909569774555424,0.00644980838535175,0.00425159947516326,0.00390730918290951,0,0,0
"ro_bin.22",0.0653242757507115,0.0951020756094156,0.0876555737304163,0.00359885174451276,0,0.00353033917189092,0,0.00656936930749767,0.0318817893030254,0.0771240179774295,0.0727934709858866,0,0,0,0,0,0,0.0480648848209965,0.148241138600402,0.0912899561795558,0.00148325819732111,0.0010045170049096,0.0116246269918756,0.00815751841923087,0.00471414191775038,0.00506861864629615,0.0207444815387221,0.10307043370244,0.0408815356669847,0,0,0,0,0,0
"ro_bin.24",0,0,0,0.0180960333137117,0,0.0065159933287348,0,0.00185901513568538,0.0312633095273538,0.00980862670506796,0.00601775837267131,0.0236432140729635,0.0114459157124479,0.0199252912438403,0,0.00669579774657339,0.00295053400752283,0,0,0.00599406242291981,0.00272891320861266,0.00928935223123174,0.00532534099960641,0.00761777340873127,0.0318437849021744,0.0261910504501564,0.00456967131391822,0.0114253848071945,0.0233411158075236,0.00294976207895645,0.0117053618996394,0.0238206090350548,0.013050186252054,0.00634459654334406,0.00324918066663989
"ro_bin.28",0.0679121246996736,0,0,0.0960538969542321,0.0139304734413852,0.0263162952815307,0.00654602251846086,0.0173359526391396,0.0481949073943769,0.0124769563490176,0.0175247610748222,0,0,0,0,0,0,0,0,0.0239014541604131,0.0165820713327565,0.0210185504193336,0.0062298999609863,0.0196887195105813,0.0426845315204148,0.0505701243056285,0.016799862313269,0,0.0206762540330869,0.00182629630728829,0,0,0,0,0
"ro_bin.2",0,0,0,0.00286599650621165,0,0.0150184318187696,0,0.00562477764954708,0,0,0,0,0,0,0,0,0,0,0,0,0.0837123548051873,0.102534129316661,0.00364492868606344,0.0136673686123119,0.00516193798933507,0.00866774802006662,0.0163130584410609,0,0,0.0025215183702492,0.00176513489578434,0,0,0,0
"ro_bin.30",0,0,0.00870154733450048,0.00237671195728386,0.00495553318507315,0.00402396229641367,0,0.0053557450241307,0,0.00315184137968374,0,0,0,0,0,0,0,0,0,0,0.00564760863642761,0.00542845191789171,0.0063986996389358,0.00454451189627778,0.00715407944777844,0.00734791372235962,0.00399401790498427,0,0,0,0,0,0,0,0
"ro_bin.32",0,0,0,0,0,0.00201336573111752,0,0.0127331420523227,0,0,0,0,0,0,0,0,0,0,0,0,0.00377462997494704,0.0090156575318298,0.00712291918472514,0.00405797385420877,0.00161872356813428,0.00273779538903344,0,0,0,0,0,0,0,0,0
"ro_bin.37",0,0,0,0.0609345877385985,0.0308351345150767,0.042456958683656,0.0132285828721536,0.0400916063363855,0.0290262731426139,0.00741706312042033,0.00446841177988026,0,0,0,0,0,0,0,0,0,0.056994918510994,0.0416935818458112,0.0604607974801945,0.0620001038743175,0.0305648687541983,0.0287455526303528,0.00582078441978453,0.00671860489607847,0.00395122004090544,0,0.00442557113442145,0,0,0,0
"ro_bin.38",0.017890887407143,0.0263124321842784,0.0185417470214883,0.00525993307123894,0.0136521548148183,0.00655193538353815,0.0021318339715519,0.00869690147477146,0.01111750502606,0.00746600307406196,0.0114659100656884,0,0,0,0,0,0,0,0.0473716983009031,0.0292319571969639,0.00264254109547438,0.00223644321201681,0.00771031442655322,0.0147737410522481,0.012363956566458,0.0095457995943348,0,0.00878169372086269,0.00957187061948682,0,0.00109099574713218,0.00215401749597829,0.00669049514829829,0,0
"ro_bin.3",0,0,0.00624081309134547,0.0218634999689456,0.0526435523050044,0.0147522171187815,0.0373885594961961,0.0160032156647645,0.0375620046357023,0.0103699068730682,0.0173349525300349,0.175508293899043,0.0732008846130569,0.0819114361627065,0.174585878810032,0.141187511804053,0.0959737932172636,0.0195033512225795,0,0,0.0188957449945529,0.00867642243101676,0.0172176953657596,0.0238038844200204,0.0216361355001252,0.0118836538030612,0.0194196623770264,0.0329379857949078,0.0263493560115448,0.0405037016586266,0.0445287433175358,0.0745427061774711,0.0860116636823699,0.0828110180780461,0.0674867902596466
"ro_bin.43",0.0194962064649147,0.0742242496082467,0.0452727228559996,0.001911774276789,0.0032466971153256,0.00312457820524375,0,0.00890855390209066,0.0147668512739516,0.0345131358460789,0.0288299309966059,0,0,0,0,0,0,0.0744507642155062,0.0691773030457555,0.0673352253976245,0.00408630697648464,0.00381393757156631,0.0090814668365968,0.00710468432256381,0.00741096339876895,0.00404094681932901,0.0141212237921825,0.0318406370163459,0.0284906951564441,0.000915092771021827,0,0.00157875799054812,0,0,0
"ro_bin.47",0.0200845348758641,0.0173978390956473,0.0211725232238852,0.00985903104970599,0.00790003249171677,0.00470435139169885,0,0.00489994587577078,0.0149652117510704,0.0104180917353886,0.00546302104400761,0,0,0,0,0,0,0.045447289906724,0.0303469228830623,0.0198948002389353,0.0116498531613331,0.00964895796539308,0.0121165531741503,0.0130154891195139,0.00466913218553153,0.00478631434089504,0.0115620164202592,0.0101114088749802,0.00489959494896576,0,0,0,0,0,0
"ro_bin.48",0.0173610982605625,0.00818672859884013,0.0166690430178722,0.0470446075667483,0.0695617061394687,0.0318681181388227,0.0209483258029938,0.0251945149393782,0.0253355033678094,0.0154554331819693,0.0223830526525173,0.0255730367908785,0.0386110876270469,0.018585510219438,0.0139409465797781,0.0199841686496608,0.0143162646645859,0.019303041928723,0,0.00938491233591886,0.0296595280276803,0.00650992975002672,0.0158889900054855,0.0206245383997144,0.0311183106400168,0.0135614252384232,0.0256024483293581,0.0226613427673553,0.018476825554658,0.0381474267515335,0.0235961719784534,0.0455792472962259,0.0167300063172741,0.0348491983295004,0.00973829592082558
"ro_bin.4",0.1428515653807,0.0675790593063529,0.0888266338989524,0.00194191267397765,0,0.00712943844641864,0,0.0109629523286699,0.0152497997579861,0.0703391377416464,0.0449361743391878,0,0,0,0,0,0,0.115284835456072,0.224161278671662,0.0559666404820948,0.0136331848175819,0.0195022861938669,0.0587681311453287,0.0282040636022529,0.0318635612154794,0.0219787823310884,0.0475329345114709,0.0785346500358685,0.0423249922464354,0.00477243959624323,0.0115677726010356,0.0343999060986049,0.00335675493000009,0.00697720548682164,0.00366166584565925
"ro_bin.50",0.0378550677814738,0.0319109076949397,0.0307477638398761,0.0129227660528123,0.0438126833815389,0.0108492490828865,0.00326290492527245,0.00928101287384183,0.0198351888909745,0.0196611896890094,0.0127132274887465,0,0,0,0,0,0,0,0.00692668106962342,0.027691456298408,0.00507004975612363,0.00144432554361704,0.00736704116515381,0.00790914762667972,0.0145930591643761,0.02139446183404,0.00766095688797153,0.00792462573985689,0.0131427542311576,0,0,0,0,0,0
"ro_bin.6",0,0.00909464083967232,0,0.0187175162358743,0.00307553973812081,0.00568175838966331,0.00483394123857904,0.00212389610399219,0,0.0078208219196404,0.0102993611380875,0.00477446481681166,0.00828531352092879,0.00752084447885556,0.0122397784135619,0.0106603969808297,0.00338851353220121,0,0,0,0.00770989243381366,0.00728537660097354,0.00434070312086978,0.00888476613221584,0.00211969470963158,0.00466122790465023,0.0279086049329645,0.0145294487931841,0.0142644410124525,0.0121685917294203,0.00536007750537741,0.00651498861946436,0.00470532449369737,0.0063732910574611,0.00593773032668872
"ro_bin.9",0.0234301291580143,0.12529638855462,0.0431414947847536,0.00708373209091631,0.0108016864565147,0.0261184203582978,0.0101355340284438,0.0108298305094673,0.0130851119951523,0.0727577203337065,0.0230950148117953,0,0,0,0,0,0,0,0.0100137541689827,0.103702288480776,0.00220078226980483,0,0.00399576603357579,0.00533626289882027,0.0195279298417874,0.0304571114659593,0.00510436676449815,0.00635205605241598,0.0466148981848389,0,0,0,0,0,0
